,manufactured,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,desc_mean_price,type_of_vehicle_bus/mini bus,type_of_vehicle_hatchback,type_of_vehicle_luxury sedan,type_of_vehicle_mid-sized sedan,type_of_vehicle_mpv,type_of_vehicle_others,type_of_vehicle_sports car,type_of_vehicle_stationwagon,type_of_vehicle_suv,type_of_vehicle_truck,type_of_vehicle_van,transmission_auto,transmission_manual,make_audi,make_bmw,make_honda,make_hyundai,make_kia,make_lexus,make_mazda,make_mercedes-benz,make_mini,make_mitsubishi,make_nissan,make_porsche,make_subaru,make_suzuki,make_toyota,make_volkswagen,make_volvo,make_others,reg_date_year,reg_date_mon,reg_date_day,lifespan_days,luxury_car,price
8963,2009.0,1070.0,73.0,1339.0,4.0,7150.0,16438.0,708.0,12790.0,132000.0,16027.0,16027.0,81351.4651120817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,7.0,16.0,7331.982261640798,False,30600.0
8964,2019.0,1620.0,180.0,1998.0,2.0,15970.0,33689.0,1210.0,70075.0,17000.0,48129.0,59381.0,141074.65420560748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,3.0,27.0,7331.982261640798,False,166000.0
8965,2007.0,1300.0,97.0,1794.0,3.0,9340.0,25084.0,1361.0,6350.0,73460.34847437544,16613.0,18275.0,116456.46548738268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,1.0,14.0,7331.982261640798,False,13000.0
8966,2019.0,1052.0,73.0,1318.0,1.0,8380.0,27000.0,578.0,25143.0,31345.0,15621.0,5621.0,85682.41810065325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,6.0,13.0,7331.982261640798,False,74600.0
8967,2017.0,1540.0,155.0,1991.0,2.0,18930.0,48011.0,1202.0,80517.0,76500.0,53155.0,67679.0,222909.99510323646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,12.0,27.0,7331.982261640798,False,169300.0
8969,2018.0,1430.0,101.0,1496.0,1.0,11630.0,37330.0,682.0,38874.0,35000.0,25821.0,18150.0,98782.34913041716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,5.0,31.0,7331.982261640798,False,96600.0
8971,2018.0,2500.0,133.4932556713679,4009.0,2.0,9600.0,27509.0,1329.176775668073,20002.0,73460.34847437544,35208.0,1761.0,92466.05845432442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,12.0,20.0,7304.0,False,76800.0
8972,2011.0,2320.0,133.4932556713679,2143.0,1.0,6580.0,32799.0,1329.176775668073,30795.0,73460.34847437544,45474.0,2274.0,138843.70327883755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,3.0,23.0,7304.0,False,68000.0
8974,2009.0,1162.0,79.0,1584.0,4.0,9750.0,12763.0,954.0,6546.0,110000.0,14062.0,2862.0,53223.8564456613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,3.0,19.0,7331.982261640798,False,27500.0
8976,2015.0,1396.0,88.0,1364.0,2.0,7960.0,48002.0,606.0,33698.0,66000.0,17797.0,17797.0,139456.57085561496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,5.0,16.0,7331.982261640798,False,51200.0
8977,2011.0,1620.0,180.0,1997.0,2.0,14408.95552771688,72350.0,1210.0,28447.0,92000.0,52573.0,52573.0,114742.99646288269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,12.0,13.0,7331.982261640798,False,52700.0
8979,2008.0,1370.0,103.0,1799.0,6.0,8920.0,16061.0,1271.0,7128.0,183131.0,20126.0,20126.0,62151.120484974526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,11.0,14.0,7331.982261640798,False,21800.0
8981,2018.0,1615.0,155.0,1991.0,1.0,19930.0,31301.0,1202.0,80490.0,57000.0,58503.0,77306.0,191552.10880745153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,11.0,2.0,7331.982261640798,False,200200.0
8982,2018.0,1080.0,101.0,1496.0,1.0,9430.0,39401.0,682.0,36222.0,23000.0,18398.0,8398.0,112954.79697670563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,3.0,29.0,7331.982261640798,False,83400.0
8983,2019.0,1460.0,141.0,1998.0,2.0,16930.0,35001.0,1210.0,68424.0,3600.0,41135.0,49589.0,149865.26404908084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,7.0,27.0,7331.982261640798,False,193500.0
8985,2011.0,1800.0,133.4932556713679,2953.0,3.0,6360.0,41835.646324549234,1329.176775668073,43799.20620587753,73460.34847437544,32002.0,1601.0,86503.79897395092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,9.0,28.0,7304.0,False,35000.0
8986,2018.0,1425.0,115.0,1595.0,1.0,15960.0,33900.0,740.0,56750.0,56047.0,37480.0,44472.0,166739.06134097287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,8.0,7.0,7331.982261640798,False,145600.0
8988,2018.0,1735.0,287.0,2996.0,1.0,26370.0,37109.0,2382.0,121247.0,19000.0,82022.0,119640.0,222921.8058783322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2.0,20.0,7331.982261640798,False,312200.0
8989,2010.0,1275.0,77.0,1598.0,4.0,6940.0,16570.0,816.0,13320.0,73460.34847437544,22232.0,22232.0,92252.0767168384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,9.0,20.0,7331.982261640798,False,30700.0
8990,2014.0,1655.0,135.0,1991.0,1.0,17690.0,67901.0,1202.0,56276.0,42000.0,45120.0,50168.0,155896.53748371723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3.0,31.0,7331.982261640798,False,96600.0
8991,2017.0,1265.0,85.0,1197.0,1.0,9390.0,36001.0,508.0,27424.0,73460.34847437544,17318.0,7318.0,71721.19377268109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,9.0,28.0,7331.982261640798,False,67000.0
8992,2014.0,1545.0,125.0,1798.0,2.0,12780.0,74000.0,976.0,39276.0,90000.0,28948.0,22528.0,114662.99361924455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,12.0,23.0,7331.982261640798,False,59200.0
8993,2016.0,1626.0,106.0,1997.0,1.0,12200.0,57002.0,1210.0,48076.0,103000.0,23227.0,24518.0,93856.01651126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,11.0,9.0,7331.982261640798,False,83400.0
8994,2016.0,1285.0,85.0,1197.0,2.0,9710.0,47020.0,508.0,32442.0,119000.0,18974.0,13974.0,97786.36396996175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,6.0,20.0,7331.982261640798,False,59200.0
8995,2016.0,1350.0,85.0,1496.0,2.0,12260.0,48000.0,1082.0,34863.0,96000.0,25133.0,12187.0,88832.08930965504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,3.0,7331.982261640798,False,79000.0
8996,2009.0,1220.0,75.0,1586.0,6.0,6770.0,13088.0,957.0,6885.0,73460.34847437544,15634.0,5758.0,67019.82275197648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009.0,5.0,11.0,7331.982261640798,False,19600.0
8997,2012.0,1845.0,395.0,5461.0,3.0,29860.0,41835.646324549234,6236.0,43799.20620587753,46065.0,182668.0,182668.0,262441.28022759606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,8.0,7331.982261640798,False,328700.0
8998,2010.0,1280.0,133.4932556713679,1461.0,3.0,6560.0,41835.646324549234,1329.176775668073,43799.20620587753,150001.0,23976.0,1199.0,120534.98390052305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,6.0,28.0,7304.0,False,36100.0
9000,2017.0,1565.0,493.0,3902.0,2.0,99220.0,55414.0,3796.0,391971.0,27000.0,281467.0,478641.0,505639.19830757176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,8.0,8.0,7331.982261640798,True,913000.0
9001,2008.0,1920.0,125.0,2362.0,4.0,9600.0,35411.0,1966.0,27213.0,160000.0,40024.0,40024.0,137785.81686286817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,8.0,26.0,7331.982261640798,False,81200.0
9002,2021.0,1220.0,133.4932556713679,1597.0,1.0,5620.0,30810.0,1329.176775668073,30658.0,73460.34847437544,19270.0,964.0,71413.67023289397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,8.0,6.0,7304.0,False,61500.0
9003,2019.0,1345.0,93.8,1591.0,1.0,8460.0,31759.0,738.0,36807.0,25221.0,14840.0,14840.0,99290.45031934675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,9.0,24.0,7331.982261640798,False,83400.0
9004,2015.0,1080.0,118.0,1998.0,1.0,14360.0,49501.0,1210.0,50949.0,69000.0,34115.0,39761.0,99589.78406519044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,4.0,28.0,7331.982261640798,False,95700.0
9005,2007.0,1040.0,60.0,1339.0,3.0,7900.0,21282.0,826.0,4735.0,73460.34847437544,13611.0,14973.0,71300.36167520969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,10.0,25.0,7331.982261640798,False,9700.0
9006,2019.0,940.0,59.0,1193.0,1.0,7720.0,31917.0,506.0,29389.0,9800.0,14399.0,5000.0,94296.36145137936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,9.0,5.0,7331.982261640798,False,71000.0
9007,2018.0,1460.0,141.0,1998.0,1.0,13920.0,36000.0,1210.0,60855.0,81000.0,40395.0,48553.0,137688.06951030798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,6.0,21.0,7331.982261640798,False,130700.0
9008,2017.0,1430.0,101.0,1496.0,1.0,12190.0,37330.0,682.0,37671.0,37000.0,25006.0,17009.0,105219.5838458072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,4.0,27.0,7331.982261640798,False,98900.0
9009,2018.0,1287.0,93.8,1591.0,1.0,9500.0,28457.0,738.0,34186.0,47000.0,18128.0,18128.0,103974.97904256752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,12.0,7.0,7331.982261640798,False,85600.0
9010,2017.0,1295.0,95.3,1591.0,2.0,8610.0,46791.0,738.0,41010.0,37000.0,15555.0,15555.0,67487.02320619258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,12.0,15.0,7331.982261640798,False,68000.0
9011,2018.0,1430.0,101.0,1496.0,1.0,11490.0,37000.0,682.0,37619.0,31000.0,25424.0,17594.0,105738.64238135559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,6.0,14.0,7331.982261640798,False,95500.0
9012,2017.0,1430.0,90.0,1595.0,1.0,15160.0,42339.0,740.0,51248.0,39830.0,28815.0,32341.0,123462.10279631938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,9.0,7331.982261640798,False,124100.0
9013,2018.0,1490.0,120.0,1499.0,1.0,10060.0,48000.0,684.0,55706.0,50000.0,23686.0,25161.0,111325.77453231327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,5.0,16.0,7331.982261640798,False,98800.0
9014,2019.0,1775.0,125.0,2362.0,1.0,14370.0,40990.0,1638.0,67834.0,28000.0,34488.0,40284.0,99574.60186644451,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020.0,10.0,28.0,7331.982261640798,False,167200.0
9015,2010.0,1232.0,92.7,1591.0,4.0,9390.0,16570.0,812.0,13592.0,131000.0,14467.0,14467.0,40444.17173857267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,11.0,11.0,7331.982261640798,False,42400.0
9016,2018.0,1480.0,75.0,1499.0,1.0,11650.0,38389.0,684.0,54491.0,61703.0,32596.0,37635.0,140544.83784560647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,6.0,29.0,7331.982261640798,False,108500.0
9017,2016.0,1440.0,92.0,1395.0,2.0,15790.0,50000.0,624.0,51804.0,32000.0,34357.0,35100.0,123145.455763579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,9.0,29.0,7331.982261640798,False,107800.0
9019,2015.0,1680.0,133.4932556713679,2982.0,1.0,10920.0,4685.0,1329.176775668073,1965.0,73460.34847437544,24944.0,1248.0,72840.30467519819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015.0,11.0,4.0,7304.0,False,50400.0
9020,2011.0,1267.0,95.6,1591.0,3.0,8010.0,22069.0,812.0,21041.0,154000.0,11297.0,11297.0,51431.190091832876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,6.0,14.0,7331.982261640798,False,42000.0
9021,2007.0,1540.0,200.0,2996.0,3.0,9490.0,38712.0,3335.0,26038.0,73460.34847437544,81207.0,81207.0,99194.43769831928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,5.0,16.0,7331.982261640798,False,70200.0
9022,2019.0,1115.0,73.6,1368.0,1.0,7930.0,26999.0,608.0,27997.0,9088.0,9063.0,9063.0,75984.03370495203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,7.0,1.0,7331.982261640798,False,73500.0
9024,2008.0,1235.0,79.0,1598.0,5.0,7970.0,12864.0,965.0,6393.0,73460.34847437544,15987.0,15987.0,94374.789286219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,2.0,19.0,7331.982261640798,False,21800.0
9025,2017.0,1120.0,75.0,1198.0,1.0,13590.0,49430.0,508.0,36745.0,30000.0,21180.0,11652.0,116410.98069587458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,4.0,25.0,7331.982261640798,False,91100.0
9026,2014.0,1800.0,133.4932556713679,2488.0,2.0,9710.0,52010.0,1329.176775668073,15959.0,73460.34847437544,24940.0,1247.0,77674.45388630326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,9.0,19.0,7304.0,False,32800.0
9028,2018.0,1203.0,77.0,999.0,1.0,8700.0,36426.0,392.0,42247.0,59188.0,22369.0,23317.0,78518.09308338721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,6.0,11.0,7331.982261640798,False,77900.0
9029,2015.0,1475.0,133.0,2494.0,1.0,12290.0,60001.0,1792.0,46944.0,65378.0,28170.0,31438.0,79890.42288363482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015.0,10.0,21.0,7331.982261640798,False,73500.0
9031,2019.0,1685.0,135.0,1998.0,1.0,18610.0,35001.0,1210.0,67638.0,5923.0,40486.0,48681.0,197676.53243416996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,7.0,23.0,7331.982261640798,False,208800.0
9034,2012.0,1610.0,135.0,1997.0,1.0,9880.0,41835.646324549234,1210.0,43799.20620587753,73460.34847437544,43268.0,43268.0,159367.91505791506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,3.0,30.0,7331.982261640798,False,108800.0
9035,2015.0,1289.0,86.0,1590.0,1.0,9130.0,56989.0,738.0,33227.0,72000.0,11936.0,11936.0,78342.55789321483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.0,5.0,7331.982261640798,False,50400.0
9037,2018.0,1249.0,92.0,1597.0,1.0,9980.0,28457.0,742.0,36101.0,42000.0,20612.0,20857.0,109550.80510445577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,11.0,1.0,7331.982261640798,False,90400.0
9038,2017.0,2480.0,133.4932556713679,2999.0,1.0,9150.0,35001.0,1329.176775668073,22880.0,35000.0,33849.0,1693.0,85450.63051006656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,3.0,27.0,7331.982261640798,False,65800.0
9039,2020.0,1505.0,95.0,1497.0,1.0,14030.0,32699.0,684.0,59510.0,13000.0,34175.0,39845.0,156352.52380952382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,9.0,15.0,7331.982261640798,False,161700.0
